,ceb,age,educ,religion,idlnchld,knowmeth,usemeth,agefm,heduc,urban,electric,radio,tv,bicycle,nevermarr,idlnchld_noans,heduc_noans,usemeth_noans
2148,1,23,9,protestant,6.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
2149,0,18,7,spirit,6.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
2150,8,35,7,other,4.0,1.0,1.0,15.0,0.0,0,0.0,1.0,0.0,1.0,0,0,0,0
2151,5,38,0,protestant,4.0,1.0,1.0,0.0,-1.0,0,0.0,0.0,0.0,0.0,1,0,0,0
2152,1,20,9,other,3.0,1.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,1.0,1,0,0,0
2153,5,28,0,other,3.0,1.0,1.0,18.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0
2154,0,20,0,other,7.0,1.0,0.0,0.0,-1.0,0,0.0,0.0,0.0,0.0,1,0,0,0
2155,1,33,0,other,4.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
2156,4,26,3,spirit,3.0,1.0,1.0,15.0,0.0,0,0.0,1.0,0.0,0.0,0,0,0,0
2157,10,40,2,protestant,4.0,1.0,1.0,16.0,0.0,0,0.0,1.0,0.0,1.0,0,0,0,0
2158,0,36,0,protestant,8.0,0.0,0.0,0.0,-1.0,0,0.0,0.0,0.0,0.0,1,0,0,0
2159,3,28,0,protestant,4.0,1.0,1.0,17.0,7.0,0,0.0,0.0,0.0,0.0,0,0,0,0
2160,3,24,7,protestant,4.0,1.0,1.0,21.0,0.0,0,0.0,1.0,0.0,0.0,0,0,0,0
2161,4,29,0,other,6.0,1.0,1.0,17.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0
2162,5,35,7,protestant,4.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
2163,4,26,3,protestant,4.0,1.0,1.0,20.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0
2164,0,22,7,protestant,4.0,1.0,1.0,21.0,0.0,0,0.0,1.0,0.0,1.0,0,0,0,0
2165,0,25,10,spirit,4.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,1.0,1,0,0,0
2166,5,32,5,catholic,4.0,1.0,1.0,18.0,0.0,0,0.0,1.0,0.0,0.0,0,0,0,0
2167,2,36,7,protestant,4.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
2168,4,29,0,spirit,4.0,1.0,1.0,16.0,5.0,0,0.0,1.0,0.0,0.0,0,0,0,0
2169,4,33,0,protestant,4.0,1.0,1.0,0.0,-1.0,0,0.0,0.0,0.0,0.0,1,0,0,0
2170,3,31,0,other,7.0,1.0,1.0,0.0,-1.0,0,0.0,0.0,0.0,0.0,1,0,0,0
2171,1,16,7,protestant,10.0,1.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
2172,0,43,1,protestant,2.0,0.0,0.0,17.0,-2.0,0,0.0,0.0,0.0,0.0,0,0,1,0
2173,0,33,10,protestant,4.0,1.0,0.0,20.0,0.0,0,0.0,1.0,1.0,0.0,0,0,0,0
2174,1,31,7,protestant,6.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,1.0,0.0,1,0,0,0
2175,0,17,9,protestant,5.0,1.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,1.0,1,0,0,0
2176,7,46,4,protestant,10.0,1.0,0.0,16.0,0.0,0,0.0,1.0,0.0,0.0,0,0,0,0
2177,0,19,10,protestant,2.0,1.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
2178,2,23,7,spirit,3.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,1.0,1,0,0,0
2179,2,29,0,other,4.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,1.0,1,0,0,0
2180,4,48,2,catholic,6.0,0.0,0.0,15.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0
2181,2,24,6,spirit,10.0,1.0,1.0,12.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0
2182,2,28,7,protestant,4.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,1.0,1,0,0,0
2183,2,26,7,protestant,4.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,1.0,1,0,0,0
2184,0,16,7,spirit,4.0,1.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,1.0,1,0,0,0
2185,4,33,7,protestant,8.0,1.0,1.0,19.0,0.0,0,0.0,1.0,0.0,0.0,0,0,0,0
2186,1,24,7,protestant,4.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,1.0,1,0,0,0
2187,0,17,5,spirit,4.0,1.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,1.0,1,0,0,0
2188,3,26,6,spirit,4.0,1.0,1.0,13.0,0.0,0,0.0,1.0,0.0,0.0,0,0,0,0
2189,4,24,7,spirit,6.0,1.0,1.0,14.0,10.0,0,0.0,1.0,0.0,0.0,0,0,0,0
2190,0,21,10,spirit,2.0,1.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
2191,3,25,0,spirit,3.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,1.0,1,0,0,0
2192,5,45,3,spirit,4.0,0.0,0.0,17.0,0.0,0,0.0,1.0,0.0,0.0,0,0,0,0
2193,1,22,6,spirit,2.0,1.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
2194,5,38,5,spirit,6.0,1.0,1.0,18.0,0.0,0,1.0,0.0,0.0,0.0,0,0,0,0
2195,0,20,7,protestant,5.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,1.0,1,0,0,0
2196,4,31,7,protestant,6.0,1.0,1.0,18.0,0.0,0,0.0,1.0,0.0,0.0,0,0,0,0
2197,9,43,0,spirit,4.0,1.0,0.0,0.0,-1.0,0,0.0,0.0,0.0,0.0,1,0,0,0
2198,1,28,10,other,4.0,1.0,1.0,19.0,10.0,0,0.0,1.0,0.0,0.0,0,0,0,0
2199,4,32,12,protestant,6.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
2200,3,32,12,protestant,6.0,1.0,1.0,24.0,10.0,0,0.0,1.0,0.0,0.0,0,0,0,0
2201,1,30,7,protestant,4.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,1.0,1,0,0,0
2202,6,36,3,protestant,4.0,1.0,1.0,14.0,0.0,0,0.0,1.0,0.0,0.0,0,0,0,0
2203,2,27,0,protestant,10.0,1.0,1.0,15.0,0.0,0,0.0,1.0,0.0,0.0,0,0,0,0
2204,0,34,0,protestant,4.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
2205,0,18,7,protestant,6.0,1.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
2206,1,20,8,protestant,4.0,1.0,1.0,0.0,-1.0,0,0.0,0.0,0.0,1.0,1,0,0,0
2207,4,33,7,protestant,6.0,1.0,1.0,28.0,4.0,0,0.0,1.0,0.0,1.0,0,0,0,0
2208,3,30,7,protestant,4.0,1.0,1.0,18.0,3.0,0,0.0,1.0,0.0,1.0,0,0,0,0
2209,0,28,0,spirit,6.0,1.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,1.0,1,0,0,0
2210,1,16,7,protestant,6.0,1.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,1.0,1,0,0,0
2211,0,18,10,protestant,3.0,1.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,1.0,1,0,0,0
2212,8,41,4,spirit,-1.0,1.0,1.0,21.0,0.0,0,0.0,1.0,0.0,0.0,0,1,0,0
2213,3,25,5,spirit,6.0,1.0,1.0,16.0,0.0,0,0.0,1.0,0.0,1.0,0,0,0,0
2214,9,43,4,spirit,2.0,1.0,1.0,17.0,0.0,0,0.0,0.0,0.0,1.0,0,0,0,0
2215,3,24,10,protestant,2.0,1.0,1.0,20.0,12.0,0,0.0,0.0,0.0,1.0,0,0,0,0
2216,0,19,9,protestant,5.0,1.0,0.0,0.0,-1.0,0,0.0,0.0,0.0,1.0,1,0,0,0
2217,1,19,7,protestant,3.0,1.0,0.0,0.0,-1.0,0,0.0,0.0,1.0,0.0,1,0,0,0
2218,4,27,7,other,4.0,1.0,1.0,14.0,10.0,0,0.0,1.0,0.0,0.0,0,0,0,0
2219,0,20,10,protestant,4.0,1.0,0.0,0.0,-1.0,0,0.0,0.0,0.0,0.0,1,0,0,0
2220,2,27,3,spirit,4.0,1.0,1.0,0.0,-1.0,0,0.0,0.0,0.0,0.0,1,0,0,0
2221,5,36,0,spirit,-1.0,1.0,1.0,19.0,5.0,0,0.0,1.0,0.0,1.0,0,1,0,0
2222,0,15,9,spirit,2.0,1.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,1.0,1,0,0,0
2223,3,32,5,protestant,4.0,1.0,0.0,20.0,0.0,0,0.0,1.0,0.0,0.0,0,0,0,0
2224,12,46,0,protestant,4.0,1.0,0.0,15.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0
2225,2,22,0,protestant,4.0,1.0,0.0,0.0,-1.0,0,0.0,0.0,0.0,0.0,1,0,0,0
2226,4,27,0,protestant,6.0,1.0,1.0,0.0,-1.0,0,0.0,0.0,0.0,1.0,1,0,0,0
2227,5,36,2,protestant,-1.0,1.0,0.0,17.0,-2.0,0,0.0,1.0,0.0,1.0,0,1,1,0
2228,0,16,9,protestant,3.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,1.0,1,0,0,0
2229,7,44,4,other,-1.0,1.0,0.0,19.0,1.0,0,0.0,0.0,0.0,0.0,0,1,0,0
2230,1,17,7,protestant,1.0,1.0,0.0,0.0,-1.0,0,0.0,0.0,0.0,0.0,1,0,0,0
2231,7,40,2,protestant,8.0,1.0,0.0,21.0,0.0,0,0.0,1.0,0.0,1.0,0,0,0,0
2232,0,16,9,protestant,3.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,1.0,1,0,0,0
2233,0,49,6,protestant,3.0,1.0,0.0,28.0,0.0,0,0.0,0.0,0.0,1.0,0,0,0,0
2234,3,38,10,protestant,4.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
2235,4,27,0,spirit,6.0,1.0,1.0,0.0,-1.0,0,0.0,0.0,0.0,0.0,1,0,0,0
2236,3,27,10,spirit,4.0,1.0,1.0,21.0,10.0,0,0.0,1.0,0.0,0.0,0,0,0,0
2237,4,32,0,spirit,6.0,1.0,1.0,16.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0
2238,3,26,5,spirit,3.0,1.0,1.0,18.0,0.0,0,0.0,1.0,0.0,0.0,0,0,0,0
2239,3,24,10,protestant,4.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
2240,2,41,0,spirit,4.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
2241,0,21,7,spirit,5.0,1.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
2242,1,32,4,spirit,7.0,1.0,1.0,18.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0
2243,6,30,0,other,6.0,1.0,0.0,17.0,0.0,0,0.0,1.0,0.0,1.0,0,0,0,0
2244,5,36,0,protestant,7.0,1.0,0.0,23.0,0.0,0,0.0,0.0,0.0,1.0,0,0,0,0
2245,0,16,0,spirit,2.0,1.0,0.0,0.0,-1.0,0,0.0,0.0,0.0,0.0,1,0,0,0
2246,0,23,6,other,10.0,0.0,0.0,0.0,-1.0,0,0.0,0.0,0.0,0.0,1,0,0,0
2247,2,23,7,other,4.0,1.0,0.0,0.0,-1.0,0,0.0,0.0,0.0,0.0,1,0,0,0
2248,1,21,4,other,10.0,1.0,0.0,0.0,-1.0,0,0.0,0.0,0.0,0.0,1,0,0,0
2249,0,18,9,protestant,4.0,1.0,0.0,0.0,-1.0,0,0.0,0.0,0.0,1.0,1,0,0,0
2250,4,44,10,protestant,4.0,1.0,1.0,20.0,13.0,0,1.0,1.0,1.0,1.0,0,0,0,0
2251,5,46,4,protestant,-1.0,0.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,1,0,0
2252,1,22,7,spirit,2.0,1.0,1.0,0.0,-1.0,0,0.0,0.0,0.0,0.0,1,0,0,0
2253,8,42,0,spirit,5.0,1.0,0.0,0.0,-1.0,0,0.0,0.0,0.0,0.0,1,0,0,0
2254,7,42,0,spirit,10.0,1.0,1.0,26.0,1.0,0,0.0,1.0,0.0,0.0,0,0,0,0
2255,3,28,10,other,4.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
2256,0,22,10,protestant,4.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
2257,4,27,7,catholic,6.0,1.0,1.0,17.0,4.0,0,0.0,1.0,0.0,0.0,0,0,0,0
2258,2,32,0,spirit,5.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
2259,4,27,7,catholic,6.0,1.0,1.0,17.0,4.0,0,0.0,1.0,0.0,0.0,0,0,0,0
2260,1,24,7,spirit,4.0,1.0,0.0,21.0,7.0,0,0.0,1.0,0.0,0.0,0,0,0,0
2261,3,49,0,protestant,3.0,1.0,1.0,27.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0
2262,7,46,5,protestant,4.0,1.0,0.0,26.0,3.0,0,0.0,1.0,0.0,0.0,0,0,0,0
2263,1,22,0,other,2.0,1.0,0.0,0.0,-1.0,0,0.0,1.0,1.0,0.0,1,0,0,0
2264,2,25,0,spirit,4.0,1.0,0.0,0.0,-1.0,0,0.0,1.0,1.0,0.0,1,0,0,0
2265,3,30,10,protestant,6.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
2266,1,22,10,protestant,2.0,1.0,1.0,21.0,10.0,0,0.0,1.0,1.0,1.0,0,0,0,0
2267,0,19,12,protestant,3.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,1.0,1.0,1,0,0,0
2268,9,38,3,catholic,-1.0,1.0,1.0,17.0,0.0,0,0.0,1.0,0.0,0.0,0,1,0,0
2269,2,20,5,catholic,5.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
2270,1,18,7,catholic,6.0,1.0,1.0,16.0,0.0,0,0.0,1.0,0.0,0.0,0,0,0,0
2271,0,15,7,protestant,4.0,1.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
2272,8,38,0,protestant,8.0,1.0,1.0,19.0,0.0,0,0.0,1.0,0.0,1.0,0,0,0,0
2273,1,19,5,protestant,6.0,1.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,1.0,1,0,0,0
2274,6,34,0,spirit,5.0,1.0,1.0,26.0,0.0,0,0.0,1.0,0.0,1.0,0,0,0,0
2275,0,18,7,spirit,4.0,1.0,0.0,0.0,-1.0,0,0.0,0.0,0.0,0.0,1,0,0,0
2276,0,16,7,protestant,3.0,1.0,0.0,0.0,-1.0,0,0.0,0.0,0.0,0.0,1,0,0,0
2277,8,40,0,protestant,8.0,1.0,0.0,20.0,0.0,0,0.0,1.0,0.0,1.0,0,0,0,0
2278,9,38,7,protestant,6.0,1.0,0.0,16.0,0.0,0,0.0,1.0,0.0,1.0,0,0,0,0
2279,5,30,4,protestant,8.0,1.0,1.0,19.0,0.0,0,0.0,1.0,0.0,1.0,0,0,0,0
2280,9,44,0,other,7.0,1.0,1.0,19.0,0.0,0,0.0,1.0,0.0,1.0,0,0,0,0
2281,0,18,7,other,4.0,1.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,1.0,1,0,0,0
2282,6,34,2,other,8.0,1.0,0.0,22.0,3.0,0,0.0,1.0,0.0,1.0,0,0,0,0
2283,1,19,6,spirit,3.0,1.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
2284,0,19,6,spirit,2.0,0.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
2285,5,28,0,protestant,5.0,1.0,1.0,16.0,0.0,0,0.0,1.0,0.0,1.0,0,0,0,0
2286,3,45,6,protestant,5.0,0.0,0.0,19.0,3.0,0,0.0,1.0,0.0,0.0,0,0,0,0
2287,4,39,7,protestant,4.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,1.0,0.0,1,0,0,0
2288,0,19,10,protestant,3.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,1.0,0.0,1,0,0,0
2289,3,47,4,spirit,6.0,1.0,0.0,21.0,0.0,0,0.0,1.0,0.0,0.0,0,0,0,0
2290,2,24,7,spirit,3.0,1.0,1.0,23.0,0.0,0,0.0,1.0,0.0,0.0,0,0,0,0
2291,0,42,7,protestant,4.0,1.0,0.0,0.0,-1.0,0,0.0,0.0,0.0,0.0,1,0,0,0
2292,1,22,0,protestant,1.0,0.0,0.0,0.0,-1.0,0,0.0,0.0,0.0,0.0,1,0,0,0
2293,1,22,0,protestant,2.0,0.0,0.0,0.0,-1.0,0,0.0,0.0,0.0,0.0,1,0,0,0
2294,0,20,7,protestant,6.0,1.0,0.0,0.0,-1.0,0,0.0,0.0,0.0,0.0,1,0,0,0
2295,5,38,0,spirit,4.0,1.0,0.0,0.0,-1.0,0,0.0,0.0,0.0,0.0,1,0,0,0
2296,0,16,8,protestant,4.0,1.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
2297,2,35,0,spirit,4.0,1.0,0.0,0.0,-1.0,0,0.0,0.0,0.0,0.0,1,0,0,0
2298,3,45,0,protestant,3.0,1.0,1.0,0.0,-1.0,0,0.0,0.0,0.0,0.0,1,0,0,0
2299,7,38,0,protestant,5.0,1.0,0.0,0.0,-1.0,0,0.0,0.0,0.0,0.0,1,0,0,0
2300,0,18,7,protestant,5.0,1.0,1.0,0.0,-1.0,0,0.0,0.0,0.0,0.0,1,0,0,0
2301,5,45,0,protestant,4.0,0.0,0.0,0.0,-1.0,0,0.0,0.0,0.0,0.0,1,0,0,0
2302,0,21,0,spirit,4.0,1.0,1.0,0.0,-1.0,0,0.0,0.0,0.0,0.0,1,0,0,0
2303,0,22,12,catholic,2.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
2304,0,23,15,protestant,3.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
2305,6,35,0,spirit,7.0,1.0,1.0,19.0,-2.0,0,0.0,1.0,0.0,0.0,0,0,1,0
2306,3,35,0,protestant,3.0,1.0,1.0,29.0,-2.0,0,0.0,0.0,0.0,0.0,0,0,1,0
2307,6,43,0,catholic,10.0,1.0,0.0,13.0,-2.0,0,0.0,0.0,0.0,0.0,0,0,1,0
2308,3,33,0,spirit,6.0,1.0,1.0,17.0,-2.0,0,0.0,0.0,0.0,0.0,0,0,1,0
2309,1,22,4,spirit,6.0,1.0,0.0,0.0,-1.0,0,0.0,0.0,0.0,0.0,1,0,0,0
2310,0,19,7,spirit,12.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
2311,0,23,9,catholic,20.0,1.0,0.0,15.0,7.0,0,0.0,1.0,0.0,0.0,0,0,0,0
2312,4,33,7,protestant,6.0,1.0,1.0,26.0,5.0,0,0.0,1.0,0.0,0.0,0,0,0,0
2313,2,20,8,spirit,5.0,1.0,0.0,17.0,0.0,0,0.0,0.0,0.0,1.0,0,0,0,0
2314,3,46,0,protestant,6.0,1.0,1.0,34.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0
2315,6,39,0,spirit,6.0,1.0,0.0,16.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0
2316,5,30,5,spirit,8.0,1.0,0.0,14.0,7.0,0,0.0,1.0,0.0,0.0,0,0,0,0
2317,10,40,3,catholic,10.0,1.0,1.0,18.0,7.0,0,0.0,1.0,0.0,0.0,0,0,0,0
2318,3,24,6,spirit,4.0,1.0,1.0,13.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0
2319,2,25,7,spirit,5.0,1.0,1.0,0.0,-1.0,0,0.0,0.0,0.0,0.0,1,0,0,0
2320,5,28,5,protestant,4.0,1.0,1.0,20.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0
2321,0,18,7,protestant,3.0,1.0,0.0,0.0,-1.0,0,0.0,0.0,0.0,0.0,1,0,0,0
2322,7,34,3,spirit,4.0,1.0,1.0,17.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0
2323,0,17,7,spirit,4.0,0.0,0.0,0.0,-1.0,0,0.0,0.0,0.0,0.0,1,0,0,0
2324,0,15,3,spirit,-1.0,0.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,1.0,1,1,0,0
2325,2,28,7,spirit,6.0,1.0,1.0,18.0,0.0,0,0.0,1.0,0.0,1.0,0,0,0,0
2326,6,44,1,spirit,4.0,1.0,1.0,25.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0
2327,3,26,4,spirit,4.0,1.0,0.0,23.0,-2.0,0,0.0,1.0,0.0,1.0,0,0,1,0
2328,0,22,7,spirit,5.0,1.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,1.0,1,0,0,0
2329,1,19,7,spirit,3.0,1.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
2330,8,39,4,spirit,4.0,1.0,1.0,28.0,0.0,0,0.0,0.0,0.0,1.0,0,0,0,0
2331,0,17,9,spirit,5.0,1.0,1.0,0.0,-1.0,0,0.0,0.0,0.0,1.0,1,0,0,0
2332,0,15,6,protestant,2.0,1.0,0.0,0.0,-1.0,0,0.0,0.0,0.0,1.0,1,0,0,0
2333,3,37,0,protestant,4.0,1.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
2334,2,19,8,protestant,2.0,1.0,1.0,0.0,-1.0,0,0.0,0.0,0.0,0.0,1,0,0,0
2335,5,39,4,spirit,3.0,1.0,0.0,18.0,0.0,0,0.0,1.0,0.0,0.0,0,0,0,0
2336,0,21,5,spirit,2.0,1.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
2337,0,17,6,spirit,5.0,1.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
2338,3,47,3,spirit,5.0,1.0,0.0,39.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0
2339,7,36,0,spirit,7.0,1.0,1.0,17.0,7.0,0,0.0,0.0,0.0,0.0,0,0,0,0
2340,2,20,0,spirit,10.0,1.0,0.0,11.0,0.0,0,0.0,1.0,0.0,1.0,0,0,0,0
2341,1,21,7,spirit,6.0,1.0,1.0,19.0,0.0,0,0.0,0.0,0.0,1.0,0,0,0,0
2342,1,22,3,other,4.0,1.0,1.0,0.0,-1.0,0,0.0,0.0,0.0,1.0,1,0,0,0
2343,1,36,7,protestant,6.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,1.0,1,0,0,0
2344,3,35,7,protestant,5.0,1.0,1.0,20.0,0.0,0,0.0,1.0,1.0,1.0,0,0,0,0
2345,4,30,0,protestant,4.0,1.0,1.0,20.0,0.0,0,0.0,0.0,0.0,1.0,0,0,0,0
2346,4,25,2,spirit,2.0,1.0,0.0,18.0,0.0,0,0.0,0.0,0.0,1.0,0,0,0,0
2347,5,35,1,other,7.0,1.0,1.0,30.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0
2348,3,25,7,protestant,4.0,1.0,1.0,18.0,3.0,0,0.0,0.0,0.0,0.0,0,0,0,0
2349,2,25,10,catholic,4.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,1.0,1,0,0,0
2350,0,19,10,catholic,5.0,1.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,1.0,1,0,0,0
2351,4,30,7,catholic,6.0,1.0,0.0,17.0,0.0,0,1.0,1.0,1.0,0.0,0,0,0,0
2352,6,30,0,spirit,2.0,0.0,0.0,17.0,0.0,0,0.0,1.0,0.0,0.0,0,0,0,0
2354,1,22,10,protestant,4.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,1.0,0.0,1,0,0,0
2355,2,31,10,catholic,4.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
2356,10,48,0,protestant,4.0,0.0,0.0,16.0,0.0,0,0.0,1.0,0.0,0.0,0,0,0,0
2357,0,19,10,protestant,2.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
2358,6,37,0,catholic,1.0,0.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
2359,1,46,0,catholic,6.0,0.0,0.0,27.0,0.0,0,0.0,1.0,0.0,0.0,0,0,0,0
2360,3,41,0,catholic,10.0,0.0,0.0,28.0,0.0,0,0.0,1.0,0.0,0.0,0,0,0,0
2361,5,29,0,catholic,5.0,1.0,1.0,17.0,0.0,0,0.0,1.0,0.0,0.0,0,0,0,0
2362,9,47,4,protestant,9.0,1.0,1.0,19.0,4.0,0,0.0,1.0,0.0,1.0,0,0,0,0
2363,2,24,5,spirit,7.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
2364,2,21,7,catholic,7.0,1.0,0.0,15.0,0.0,0,0.0,1.0,0.0,0.0,0,0,0,0
2365,1,20,7,catholic,6.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
2366,4,29,10,catholic,6.0,1.0,1.0,18.0,12.0,0,0.0,1.0,0.0,1.0,0,0,0,0
2367,6,38,5,catholic,6.0,1.0,1.0,19.0,2.0,0,0.0,1.0,0.0,1.0,0,0,0,0
2368,1,30,10,catholic,6.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
2369,1,21,10,spirit,4.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,1.0,1,0,0,0
2370,0,16,10,spirit,5.0,1.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,1.0,1,0,0,0
2371,0,15,9,spirit,4.0,1.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,1.0,1,0,0,0
2372,0,34,10,spirit,4.0,1.0,0.0,0.0,-1.0,0,0.0,1.0,0.0,0.0,1,0,0,0
2373,2,27,7,catholic,5.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,1.0,1,0,0,0
2374,4,33,7,catholic,5.0,1.0,-1.0,19.0,0.0,0,0.0,1.0,0.0,0.0,0,0,0,1
2375,2,29,7,catholic,5.0,1.0,-1.0,15.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,1
2376,7,36,0,catholic,7.0,1.0,1.0,16.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0
2377,9,49,0,catholic,6.0,1.0,-1.0,16.0,0.0,0,0.0,0.0,0.0,1.0,0,0,0,1
2378,0,18,10,catholic,2.0,1.0,-1.0,0.0,-1.0,0,0.0,0.0,0.0,1.0,1,0,0,1
2379,3,34,1,spirit,4.0,1.0,1.0,23.0,7.0,0,0.0,1.0,0.0,1.0,0,0,0,0
2380,0,18,10,catholic,2.0,1.0,1.0,0.0,-1.0,0,0.0,1.0,0.0,1.0,1,0,0,0
2381,5,34,0,spirit,6.0,1.0,-1.0,24.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,1
2382,0,16,1,catholic,5.0,1.0,0.0,0.0,-1.0,0,0.0,0.0,0.0,0.0,1,0,0,0
